Date;VXX;VIXM;VIXY;VXZ
24/11/2020;18.05;36.645;14.8;30.71
25/11/2020;17.39;36;14.26;30.24
27/11/2020;17.51;36.0097;14.35;30.26
30/11/2020;17.18;35.82;14.07;30.04
01/12/2020;17.35;36.04;14.18;30.1
02/12/2020;17.26;35.9419;14.12;30.1582
03/12/2020;17.42;36.01;14.23;30.235
04/12/2020;17.11;35.85;14.02;30.04
07/12/2020;17.21;36;14.1;30.21
08/12/2020;16.59;35.71;13.61;29.9549
09/12/2020;17.2;36.3425;14.1;30.47
10/12/2020;17.36;36.64;14.22;30.69
11/12/2020;18;37.38;14.76;31.43
14/12/2020;18.41;37.63;15.11;31.5118
15/12/2020;17.56;37.4;14.4;31.38
16/12/2020;16.99;36.96;13.9;30.8
17/12/2020;16.75;36.61;13.75;30.66
18/12/2020;17.08;37.1047;14.08;31.05
21/12/2020;18.44;37.55;15.1;31.58
22/12/2020;18.11;37.849;14.81;31.65
23/12/2020;17.38;37.04;14.24;30.885
24/12/2020;16.88;36.59;13.85;30.96
28/12/2020;16.82;36.49;13.75;30.52
29/12/2020;17.43;37.34;14.29;31.36
30/12/2020;16.8;36.5839;13.75;30.72
31/12/2020;16.79;36.7;13.74;30.77
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
